788759,31837,35
480974,18432,282
722108,48605,234
616759,98652,118
668073,10634,235
133692,17933,372
743052,14436,120
234406,10042,145
333735,80761,61
602639,87980,114
940867,5617,236
530824,77916,34
344320,27505,193
393835,37725,323
741956,81821,320
792230,93029,346
474308,18112,163
150780,64953,437
976646,74898,185
353818,21363,57
475065,72061,131
203782,95020,200
290094,62449,302
934523,74914,424
676369,21945,255
669023,68236,344
535729,95848,428
493976,55927,312
192025,56683,213
386104,86558,296
938493,29483,117
261916,21121,349
156362,64847,371
161917,34446,399
894799,47848,42
599067,97159,450
322083,11024,260
576819,42463,30
187429,2005,137
445064,26077,35
657956,74835,437
245690,72797,144
187809,40715,349
612150,36800,267
628120,47042,188
982307,2418,149
392721,22400,329
866143,50991,141
481052,94652,343
423558,41149,1
449109,29529,221
990225,91910,410
952329,11017,86
284638,31346,180
888378,82246,290
959065,10552,316
905996,29719,22
116982,40689,167
801512,96959,65
241850,80307,220
852952,8016,443
794300,42679,256
488929,91111,201
908794,26034,355
755146,46322,9
366802,73525,7
618097,8751,209
298916,56382,402
543609,53551,166
678115,89622,172
909657,14158,418
272256,27314,270
684242,8517,335
864347,4334,230
857027,47761,393
550723,22801,67
245060,87931,151
690358,64281,115
320126,6933,101
316331,45054,7
875785,92026,427
114735,63809,218
820871,57442,92
947131,90624,448
114915,75688,437
358320,94427,432
682215,92561,198
904668,28862,438
194192,5254,435
171962,96703,386
773659,18487,128
100631,58803,444
907091,19696,212
377079,49263,273
687457,59869,66
532612,21491,360
736535,56605,200
994425,76696,31
549611,35020,347
588082,30215,6
738224,48360,52
535976,97079,415
139454,36761,242
639102,76650,155
704454,67820,157
647378,47390,327
227125,43838,274
842068,51213,234
931792,79559,171
150144,6043,407
663827,41826,28
254169,41657,220
319189,62178,425
847161,60356,14
549285,40113,151
536656,25692,252
216777,53727,294
893244,82901,262
381766,12871,386
201822,45254,254
916652,27506,190
578728,63591,355
811754,97315,64
773797,23960,55
392884,84839,335
361983,92246,16
589993,48454,345
425037,34511,115
845611,89985,169
696306,30696,416
276433,20858,174
856140,70224,60
558785,25562,140
558416,16297,285
980569,26483,222
242168,41603,298
829738,23526,163
651741,76752,342
845242,97299,118
769117,58431,56
870104,3553,283
750021,70878,10
333034,17668,237
389577,79066,221
831197,87539,203
725406,24919,450
391678,7793,199
129076,42408,253
595015,66695,314
961234,22216,179
691236,25700,173
366127,66028,127
451105,13335,257
430759,97724,180
464841,88323,163
410031,58651,205
782773,27861,85
619808,3514,96
431824,15677,2
484758,73290,338
816808,48387,326
228099,22615,426
258107,97634,179
781515,58978,44
310139,87925,57
478080,41804,54
178159,23170,413
947559,48403,376
125684,48148,27
620119,7070,184
394753,31165,338
518601,23172,449
520077,83999,366
230197,28956,327
559810,65102,107
850031,40059,426
143611,61997,283
760602,80500,447
102742,28230,186
403045,93176,373
451953,14475,90
401701,49032,80
955494,14680,280
996272,407,45
150673,84328,403
429822,34955,180
298248,3591,63
342773,38400,119
816229,18047,306
532400,36377,105
244612,76120,415
785030,86451,110
419991,31251,15
389520,34193,286
351899,24921,201
225521,65289,16
250723,62792,126
488513,51557,4
784385,90158,365
394592,92093,394
210881,32854,411
480354,35970,90
847715,80602,331
842805,73576,250
538235,1992,226
564761,59933,363
125887,63321,198
892717,98253,415
510110,95530,420
403665,57374,235
814928,72255,341
131409,19787,196
950353,35653,34
287361,79350,89
263093,58609,247
972491,4330,37
202720,87270,208
270670,7572,51
404761,68247,160
662581,41280,158
589884,78407,366
861184,60660,49
628944,74512,139
940215,34355,259
376875,15532,314
797107,87559,51
190723,10604,232
576211,84070,21
683813,96469,107
844347,64463,153
405407,35204,273
252249,89195,257
713142,739,332
249133,54291,421
205521,15729,125
616665,50137,409
258825,44743,8
640442,52905,150
844009,95565,2
559895,68562,86
288689,61742,326
795141,58564,303
434645,86605,223
185353,10120,151
475233,93217,57
993981,39952,316
232982,16944,287
997609,59662,95
648009,59915,64
553980,58678,183
325064,70801,138
561050,31208,53
430305,52692,313
990379,37614,177
666912,2518,36
852316,74575,109
565908,65367,449
278655,44994,344
335119,52871,67
666098,61105,373
488065,10980,13
962022,23691,52
801370,29369,275
166854,19726,306
994199,6595,103
990553,82133,222
270001,40155,108
380609,17278,331
390244,77427,114
947291,72410,201
431496,36487,231
333529,48856,244
986376,31259,274
230731,80006,324
193839,19919,1
478606,33762,379
741292,68494,253
568418,47754,320
234264,90753,388
869759,88298,143
168970,34213,434
233455,49696,322
434419,73002,325
398704,21807,264
870219,1477,371
618387,10748,195
871515,4173,286
800875,13302,4
776275,70657,311
296675,99225,93
923740,35352,193
289599,52053,138
516578,45542,260
787787,5027,365
143685,34090,404
151741,17255,90
426137,51550,205
710384,67504,248
633625,79799,218
166656,55780,408
537889,65532,284
433726,55879,39
540767,46299,17
996706,73520,347
473579,65092,118
617056,88183,43
843056,1658,437
765006,5220,394
985366,55004,394
798693,21167,418
312175,73847,73
148219,57055,400
516015,68831,42
485813,80480,376
519966,12892,366
255383,81440,264
750072,49489,229
575347,4154,160
378084,56398,108
655384,74993,56
927724,31041,165
437439,12070,90
377141,51098,370
598096,1797,438
832681,75648,437
459018,20294,22
997743,56245,317
662008,42623,353
947244,6035,120
193280,64069,128
836452,79345,128
595318,99694,102
726840,32368,347
146286,42793,193
178567,98983,371
776307,18357,128
272642,41490,428
272835,25493,148
286065,97544,318
362227,35064,70
946304,64870,183
777884,66398,269
155474,52738,112
686859,28455,265
464932,12028,137
108103,9142,116
158192,17341,88
845735,62516,114
926381,12293,260
567410,92048,200
257641,31751,395
945245,68410,200
600716,66739,334
951239,45584,49
638162,67274,337
227888,27515,211
793601,72677,268
467291,16882,310
329296,5094,163
215167,77147,114
104276,71408,245
728546,73415,155
898557,41326,134
744433,78749,21
616309,16965,402
200187,80361,437
847888,41470,13
716094,60067,155
652600,92317,189
250933,70869,387
261919,94913,446
597886,93923,247
354990,15177,254
969045,23586,182
761602,76412,3
897186,82290,358
690706,77655,52
266738,32523,120
223828,50293,237
845110,77543,132
327888,31332,364
616906,27601,358
660232,6572,272
572699,11030,185
756837,1041,200
701523,66548,307
399247,39478,184
267392,76886,239
169870,24515,205
673279,46389,66
963572,68325,46
529125,76585,193
182500,78710,183
475761,86076,215
756415,22010,80
175887,34900,185
350034,18091,107
996919,75213,37
101717,74870,367
178879,53796,174
723279,86772,345
635938,74846,399
455778,99942,326
432236,78730,397
151289,55075,335
843801,7016,374
133580,13870,312
311102,72572,51
388887,64465,74
567303,58257,367
785843,95135,407
583679,69883,89
558319,38416,188
489552,70747,166
971793,22141,14
110235,80324,277
933371,99287,260
752584,93099,6
894370,46655,356
672251,86229,322
303015,1733,318
394498,51726,253
849938,6702,215
241294,50576,162
173667,94920,431
605149,44175,244
789970,8511,57
536939,75787,404
837490,57637,157
570052,28240,266
669332,40648,334
486367,87972,280
809704,19870,19
406759,48859,184
116562,86778,351
336493,73339,14
840335,94749,418
195952,22366,295
641380,95253,31
103606,48443,293
900782,94707,34
956933,3946,357
222754,77583,74
253950,57135,74
767286,57221,138
129972,86554,201
158254,79228,193
118293,32433,79
165346,53349,117
508739,86042,5
830395,76260,279
678915,71449,306
103866,89353,331
715501,50100,164
139354,56613,91
479006,43300,431
514956,76766,129
410840,5598,66
914574,51929,250
400431,29274,320
168434,58257,19
235698,93707,10
148153,98467,374
917044,88832,107
346191,31528,381
597022,55778,423
161722,9311,134
542001,42223,405
661391,90974,196
699796,784,324
747712,22601,26
504012,44104,370
345787,96829,203
715382,39684,76
756106,86421,30
766103,35481,262
185030,43979,56
438691,49507,322
463143,32943,397
205171,3647,6
832224,45409,143
967147,36778,257
583969,4023,339
884517,13364,75
906450,15591,97
438052,56086,305
117778,82383,361
767125,93812,252
116511,51968,58
903469,66232,92
604420,14161,431
515052,46462,270
737570,70136,225
968137,69586,38
225985,2652,176
506792,91905,349
627832,31347,280
440945,49252,98
967377,55298,56
297272,76144,124
751849,22923,334
293069,29132,36
569172,42005,289
825358,54268,143
791098,55651,84
768213,69995,287
988882,35863,126
630970,52635,167
689100,45584,269
158156,64313,407
415676,90837,362
155401,58750,433
707691,41214,205
749528,78387,225
190599,68403,292
795432,31375,94
275448,33107,250
450716,62938,323
482083,13551,127
881704,61731,196
146907,88037,391
320560,98002,102
452268,37401,37
408989,51231,396
717063,86260,40
214693,69291,93
112812,10322,407
772367,59837,192
576021,87349,258
484262,87944,303
995134,30576,109
949139,84009,168
470016,70958,407
680229,35911,69
484798,48632,413
440050,4237,277
570604,28774,210
311077,75324,66
899712,81760,130
993946,23332,148
496446,79234,420
919687,12301,48
813660,15895,239
166126,7878,52
508621,1026,148
913054,4477,215
695763,15512,362
166206,41195,152
517416,32702,221
825653,12929,392
800203,96510,15
441705,75180,12
502496,67669,78
256752,40284,146
338170,58474,104
247168,7021,424
432724,93183,380
586493,91472,380
351977,61530,349
241845,52318,255
533777,34804,49
102829,17585,367
455198,30625,45
515644,6345,175
949010,52520,52
892747,11715,407
702990,25043,397
850722,4381,219
716227,54869,259
970942,73961,88
582667,18459,384
643483,1704,86
370193,21423,238
939258,84699,224
121850,75663,243
520234,27677,440
546140,93504,3
815111,16204,263
254576,43712,35
463289,88256,401
689676,80311,116
132707,75987,54
871438,64375,375
525904,47241,57
932135,16510,369
176892,42416,21
201470,52902,92
164015,90627,365
600579,89214,282
775446,29414,278
553094,15915,165
452702,55065,14
766038,60661,286
169797,14107,304
969023,6780,68
764735,75011,5
779119,63660,63
758180,96570,226
591659,58975,167
738573,99981,199
559396,96677,73
416653,95585,357
887352,85922,83
548953,64140,289
556977,67693,266
498905,82981,267
695848,61105,60
125252,18688,39
766941,6649,146
848662,44266,179
825735,18444,264
663929,39241,317
824816,46724,45
121841,27150,353
163008,30111,76
871225,93579,435
208405,24236,441
644320,82682,223
445886,83716,129
512026,63655,384
805265,39007,161
116458,44385,200
261267,56951,149
286674,87929,395
554354,57117,32
655216,26397,68
221992,40887,143
365482,93466,182
787842,8285,402
204744,49109,44
351072,74057,284
808525,25101,365
563298,50564,401
459931,57652,238
901688,40460,278
238261,78693,404
124776,69538,82
138670,69021,78
786604,10943,440
594462,80465,445
198444,52706,58
669891,56886,117
512357,77752835,256
570847,28466386,99
797123,61820107,337
344901,78868787,250
377534,82189192,345
729549,82503850,65
837270,83963894,349
478390,44837999,436
728436,45597980,230
570377,74863514,328
161936,42313024,195
290717,64321339,443
975601,89397386,434
352120,50038689,309
539490,95044126,23
941321,69233114,257
378697,5665407,300
354050,93159174,72
399254,99603254,336
379012,87857115,435
287282,46115093,184
891307,59405075,398
881527,57151747,386
993376,73513609,121
905355,75711747,99
550610,95640116,192
756813,66565322,238
819353,14643600,449
901772,97761402,408
641600,81819699,148
281495,26170072,117
897961,62864625,55
188753,51592424,68
941435,66276579,192
625169,31772353,108
925878,35804228,362
853820,38541649,367
113449,86590178,25
680395,37102153,62
303475,93213364,129
778573,76113357,298
703220,52730383,96
343749,95421405,6
373297,86773345,285
320001,80998719,263
108957,7026884,123
798959,32185568,407
515730,73435875,24
206002,95760037,122
773420,43703544,1050
655989,16250627,1061
645485,32482869,1074
465675,51343237,1041
519042,84421544,1058
932274,43723560,1006
480451,20868675,1063
453620,51673867,1009
395054,78609231,1009
500606,74713020,1042
868549,28595937,1002
273695,42417644,1092
615446,67346075,1066
871865,56880561,1035
101264,88968979,1080
821224,87719306,1006
460575,54457335,1081
922658,24630021,1079
721749,40470458,1070
176021,25766084,1031
469445,43456167,1060
640474,59747935,1068
417501,86624577,1012
537836,49023069,1049
610758,58374010,1044
272145,85572701,1003
892691,61973039,1064
846933,4665286,1091
903308,19474258,1040
914326,81934077,1080
958237,37375608,1031
412212,27292968,1063
759966,62391595,1090
470601,3925499,1093
723070,58401423,1086
754865,90551811,1070
520227,54451569,1067
852055,34156883,1073
167944,85503085,1004
742810,26209609,1035
241216,5143537,1019
756324,30502415,1078
413011,67412480,1096
473894,30033752,1041
228280,15958968,1032
396089,4614298,1018
702370,23021176,1047
366937,53202000,1046
340332,7006070,1020
214724,48647157,1026
490830,88863441,1049
645128,18523017,1030
551666,97796522,1056
235569,98728192,1037
185148,44015268,1064
410648,90180973,1045
350222,55259357,1017
531099,57514125,1056
796222,12374870,1099
710049,59128046,1092
118634,46537271,1004
178633,46320163,1089
209236,42789529,1007
804312,31787903,1096
453659,5040019,1009
473645,55803445,1100
652116,15909172,1013
371542,19561329,1032
939734,66290465,1002
905641,72136635,1014
131512,71441628,1070
872794,34704005,1052
115959,17870337,1060
582830,63032355,1082
879684,80843361,1051
143205,46557783,1029
797790,27020486,1034
789706,26543308,1093
639081,13317090,1037
595192,93878394,1044
866066,27874487,1011
698259,51763246,1077
909188,72989932,1047
577699,27342205,1066
305351,87960350,1074
821003,54924258,1046
487654,49041432,1018
776337,47260644,1084
502033,3746692,1093
207064,28556828,1078
443266,1849224,1096
631455,19223132,1057
697408,87366266,1060
306421,91369644,1032
870642,78125498,1005
716523,44278084,1089
292806,82437833,1001
991896,84596287,1049
613154,13245747,1077
324179,31975871,1015
513292,90656130,1067
